data,datatype
oscardifield7r@networksolutions.com,email
Lamb - Rack,grocery_product
Beef Ground Medium,grocery_product
error: Illegal quoting in line 1.,script_js
gquittondencl@wisc.edu,email
Yucca,grocery_product
28,number
edefreyne8i@engadget.com,email
SELECT * FROM *,script_sql
Bread - White Epi Baguette,grocery_product
Vinegar - White,grocery_product
ktuttiett8s@google.nl,email
SELECT * FROM *,script_sql
Pants Custom Dry Clean,grocery_product
7C:E8:71:03:65:37,mac_address
202.176.23.175,ipv4
error: Illegal quoting in line 1.,script_js
rmartinovsky7d@msu.edu,email
Cheese - Brie,grocery_product
147.111.156.65,ipv4
error: Illegal quoting in line 1.,script_js
30,number
249.64.158.37,ipv4
Foam Dinner Plate,grocery_product
error: Illegal quoting in line 1.,script_js
SELECT * FROM *,script_sql
57,number
error: Illegal quoting in line 1.,script_js
2A:AA:8E:CB:FD:39,mac_address
bpontind5@admin.ch,email
11:D6:16:F4:82:68,mac_address
Veal - Loin,grocery_product
207.170.230.84,ipv4
EE:4A:65:BF:51:93,mac_address
agilhool9w@posterous.com,email
58:9B:2D:A2:63:F5,mac_address
jmcaleese6r@wufoo.com,email
error: Illegal quoting in line 1.,script_js
SELECT * FROM *,script_sql
aeastwellco@eventbrite.com,email
BE:C8:96:68:D6:CF,mac_address
error: Illegal quoting in line 1.,script_js
7A:E7:A2:C3:41:2C,mac_address
29,number
B8:A2:81:8E:81:41,mac_address
SELECT * FROM *,script_sql
57,number
"Bread - Roll, Calabrese",grocery_product
32,number
error: Illegal quoting in line 1.,script_js
error: Illegal quoting in line 1.,script_js
SELECT * FROM *,script_sql
39,number
BF:A6:04:0A:52:31,mac_address
SELECT * FROM *,script_sql
SELECT * FROM *,script_sql
72:54:85:78:34:B2,mac_address
Olives - Stuffed,grocery_product
63,number
65,number
27,number
7,number
7,number
B9:7A:B8:24:71:58,mac_address
